2021,08,01,23,55,0,19,2,3,2,4,13
2021,08,01,23,50,1,40,0,7,4,9,9
2021,08,01,23,45,0,5,1,8,6,11,12
2021,08,01,23,40,0,8,0,17,4,6,14
2021,08,01,23,35,2,8,0,9,4,5,7
2021,08,01,23,30,0,15,0,11,1,7,11
2021,08,01,23,25,1,21,0,3,0,6,15
2021,08,01,23,20,0,17,1,16,0,9,15
2021,08,01,23,15,0,10,0,12,2,14,13
2021,08,01,23,10,0,12,3,8,0,5,5
2021,08,01,23,05,0,16,1,10,1,22,19
2021,08,01,23,00,0,27,1,10,3,6,5
2021,08,01,22,55,1,12,2,6,2,8,19
2021,08,01,22,50,0,2,1,12,6,14,20
2021,08,01,22,45,0,8,4,12,3,9,10
2021,08,01,22,40,1,10,2,8,3,5,23
2021,08,01,22,35,0,11,0,13,1,7,13
2021,08,01,22,30,1,15,0,6,2,5,5
2021,08,01,22,25,1,15,0,7,4,3,13
2021,08,01,22,20,0,8,2,11,2,9,21
2021,08,01,22,15,2,31,2,7,4,5,10
2021,08,01,22,10,5,87,0,8,2,8,15
2021,08,01,22,05,0,96,1,8,13,3,10
2021,08,01,22,00,1,40,0,10,2,3,5
2021,08,01,21,55,3,52,2,14,2,6,8
2021,08,01,21,50,1,49,3,18,5,9,5
2021,08,01,21,45,1,47,0,21,4,11,9
2021,08,01,21,40,2,23,0,14,3,10,3
2021,08,01,21,35,3,21,5,20,7,15,11
2021,08,01,21,30,4,18,0,21,6,11,5
2021,08,01,21,25,1,19,0,19,4,10,2
2021,08,01,21,20,0,15,2,24,3,8,6
2021,08,01,21,15,2,43,4,24,7,7,3
2021,08,01,21,10,2,35,1,11,3,3,6
2021,08,01,21,05,1,94,1,16,8,13,12
2021,08,01,21,00,2,62,2,23,6,11,9
2021,08,01,20,55,0,24,2,22,5,16,28
2021,08,01,20,50,0,41,6,22,6,14,15
2021,08,01,20,45,1,22,8,30,7,13,40
2021,08,01,20,40,2,34,6,25,5,11,9
2021,08,01,20,35,6,37,2,18,5,14,14
2021,08,01,20,30,0,21,3,26,8,18,10
2021,08,01,20,25,3,24,7,19,12,13,6
2021,08,01,20,20,4,93,3,22,13,18,14
2021,08,01,20,15,3,28,5,23,13,13,2
2021,08,01,20,10,4,29,4,13,12,7,7
2021,08,01,20,05,2,30,2,19,7,17,6
2021,08,01,20,00,0,36,1,22,5,9,5
2021,08,01,19,55,2,21,4,9,11,25,26
2021,08,01,19,50,2,27,5,23,9,10,7
2021,08,01,19,45,2,33,3,25,10,22,2
2021,08,01,19,40,4,28,5,21,11,16,5
2021,08,01,19,35,9,31,2,25,8,23,12
2021,08,01,19,30,6,39,3,32,10,11,5
2021,08,01,19,25,2,45,5,17,4,24,20
2021,08,01,19,20,6,56,2,29,5,18,6
2021,08,01,19,15,5,33,3,29,12,14,2
2021,08,01,19,10,2,26,4,21,9,28,5
2021,08,01,19,05,3,34,4,24,13,14,4
2021,08,01,19,00,2,19,3,22,17,13,9
2021,08,01,18,55,5,28,5,25,6,18,0
2021,08,01,18,50,1,25,4,19,9,14,3
2021,08,01,18,45,2,39,4,29,6,15,5
2021,08,01,18,40,4,27,8,24,12,12,1
2021,08,01,18,35,4,26,1,25,10,15,3
2021,08,01,18,30,3,27,2,32,8,12,1
2021,08,01,18,25,4,20,2,36,16,10,2
2021,08,01,18,20,10,30,5,26,13,17,4
2021,08,01,18,15,23,47,6,38,25,42,3
2021,08,01,18,10,18,45,7,33,10,39,7
2021,08,01,18,05,29,40,9,37,17,37,5
2021,08,01,18,00,29,41,11,37,28,43,6
2021,08,01,17,55,22,33,7,36,12,38,6
2021,08,01,17,50,30,33,13,36,15,33,3
2021,08,01,17,45,29,34,11,35,12,36,10
2021,08,01,17,40,29,47,10,26,20,48,8
2021,08,01,17,35,29,32,10,32,19,39,8
2021,08,01,17,30,26,38,8,44,16,48,9
2021,08,01,17,25,27,34,12,29,20,45,4
2021,08,01,17,20,33,29,8,39,15,53,6
2021,08,01,17,15,47,31,4,33,22,51,7
2021,08,01,17,10,26,31,8,29,37,45,6
2021,08,01,17,05,41,26,9,30,42,54,4
2021,08,01,17,00,20,23,18,35,35,58,7
2021,08,01,16,55,31,28,11,29,41,62,5
2021,08,01,16,50,38,32,8,35,50,89,8
2021,08,01,16,45,35,36,11,30,41,65,9
2021,08,01,16,40,25,28,6,29,42,86,3
2021,08,01,16,35,37,26,10,33,38,90,8
2021,08,01,16,30,50,23,15,30,45,76,7
2021,08,01,16,25,47,14,14,29,45,73,6
2021,08,01,16,20,41,16,9,31,52,69,8
2021,08,01,16,15,48,23,15,23,46,89,8
2021,08,01,16,10,33,24,15,20,43,87,10
2021,08,01,16,05,33,32,17,36,49,80,7
2021,08,01,16,00,37,29,10,26,51,86,8
2021,08,01,15,55,27,26,7,19,52,74,4
2021,08,01,15,50,33,29,9,19,46,71,5
2021,08,01,15,45,39,18,5,33,48,80,1
2021,08,01,15,40,29,25,7,23,54,66,3
2021,08,01,15,35,35,24,9,20,47,71,5
2021,08,01,15,30,35,31,17,25,44,68,6
2021,08,01,15,25,28,26,12,24,52,76,4
2021,08,01,15,20,22,10,3,18,38,83,7
2021,08,01,15,15,28,26,3,25,48,74,7
2021,08,01,15,10,21,25,8,12,31,78,8
2021,08,01,15,05,3,24,8,14,34,73,4
2021,08,01,15,00,22,28,7,33,31,77,7
2021,08,01,14,55,34,32,13,22,39,70,11
2021,08,01,14,50,34,23,5,15,38,58,8
2021,08,01,14,45,27,11,4,24,44,70,3
2021,08,01,14,40,33,19,7,19,59,62,4
2021,08,01,14,35,24,16,6,21,39,82,5
2021,08,01,14,30,27,7,8,20,40,70,6
2021,08,01,14,25,32,16,12,17,45,70,8
2021,08,01,14,20,31,11,11,16,38,89,5
2021,08,01,14,15,21,12,12,26,38,80,9
2021,08,01,14,10,20,15,17,21,36,72,5
2021,08,01,14,05,20,30,21,19,34,70,5
2021,08,01,14,00,26,23,12,27,33,91,9
2021,08,01,13,55,23,23,12,19,33,67,9
2021,08,01,13,50,31,27,11,22,46,62,6
2021,08,01,13,45,33,32,10,21,44,47,12
2021,08,01,13,40,27,36,9,24,34,60,12
2021,08,01,13,35,32,35,7,23,36,33,5
2021,08,01,13,30,31,32,7,24,43,37,6
2021,08,01,13,25,30,32,9,27,42,38,6
2021,08,01,13,20,29,45,15,19,35,42,16
2021,08,01,13,15,22,46,11,18,40,34,6
2021,08,01,13,10,28,29,7,18,51,50,9
2021,08,01,13,05,43,37,9,17,54,61,13
2021,08,01,13,00,32,34,14,28,45,81,10
2021,08,01,12,55,42,35,9,13,55,86,9
2021,08,01,12,50,27,21,12,20,38,117,9
2021,08,01,12,45,21,10,10,22,49,96,3
2021,08,01,12,40,33,17,23,28,54,97,3
2021,08,01,12,35,16,15,5,22,53,85,3
2021,08,01,12,30,18,17,17,30,44,102,9
2021,08,01,12,25,23,13,13,27,52,89,3
2021,08,01,12,20,24,12,12,21,43,76,4
2021,08,01,12,15,29,14,19,32,36,92,8
2021,08,01,12,10,18,4,14,22,38,92,2
2021,08,01,12,05,15,11,11,22,46,86,4
2021,08,01,12,00,24,8,13,22,49,96,2
2021,08,01,11,55,22,11,11,20,46,84,8
2021,08,01,11,50,22,8,8,27,37,78,3
2021,08,01,11,45,11,13,4,30,47,86,3
2021,08,01,11,40,18,11,4,19,31,70,0
2021,08,01,11,35,17,10,4,15,25,81,2
2021,08,01,11,30,14,9,3,19,31,67,1
2021,08,01,11,25,20,8,9,17,23,52,0
2021,08,01,11,20,15,11,8,15,22,78,0
2021,08,01,11,15,13,10,4,20,28,69,4
2021,08,01,11,10,20,4,8,11,29,66,2
2021,08,01,11,05,27,14,2,11,24,64,2
2021,08,01,11,00,18,12,7,19,21,51,4
2021,08,01,10,55,19,7,8,10,22,54,2
2021,08,01,10,50,12,8,5,17,18,66,0
2021,08,01,10,45,11,9,4,15,24,59,3
2021,08,01,10,40,17,5,4,8,20,39,0
2021,08,01,10,35,13,7,5,8,21,65,2
2021,08,01,10,30,8,7,7,13,24,51,2
2021,08,01,10,25,12,2,8,6,25,43,0
2021,08,01,10,20,4,7,2,10,18,58,2
2021,08,01,10,15,12,6,2,10,21,54,2
2021,08,01,10,10,9,4,3,5,14,39,1
2021,08,01,10,05,13,9,8,10,14,48,4
2021,08,01,10,00,12,5,0,10,14,45,0
2021,08,01,09,55,10,12,3,10,10,22,3
2021,08,01,09,50,13,9,1,7,5,17,0
2021,08,01,09,45,9,9,4,6,7,16,1
2021,08,01,09,40,6,13,0,7,7,24,4
2021,08,01,09,35,9,2,5,6,6,18,1
2021,08,01,09,30,8,7,1,5,7,15,2
2021,08,01,09,25,7,7,2,4,5,16,2
2021,08,01,09,20,5,5,3,4,6,14,2
2021,08,01,09,15,11,4,2,5,7,19,0
2021,08,01,09,10,11,6,0,4,7,11,1
2021,08,01,09,05,7,5,1,2,3,10,2
2021,08,01,09,00,6,5,4,6,7,9,0
2021,08,01,08,55,9,8,3,4,5,7,5
2021,08,01,08,50,9,0,2,6,3,13,1
2021,08,01,08,45,7,5,2,9,3,12,2
2021,08,01,08,40,7,5,2,6,5,11,2
2021,08,01,08,35,3,3,1,4,3,14,1
2021,08,01,08,30,5,6,1,6,0,10,1
2021,08,01,08,25,3,8,0,5,1,4,0
2021,08,01,08,20,6,2,0,5,9,8,2
2021,08,01,08,15,4,3,1,3,6,20,2
2021,08,01,08,10,4,8,0,3,8,16,2
2021,08,01,08,05,4,3,0,2,1,4,1
2021,08,01,08,00,1,5,2,7,5,14,2
2021,08,01,07,55,8,3,1,2,5,6,0
2021,08,01,07,50,5,3,2,2,4,9,2
2021,08,01,07,45,7,6,1,9,0,6,0
2021,08,01,07,40,3,2,2,6,2,7,0
2021,08,01,07,35,3,6,0,3,0,11,1
2021,08,01,07,30,6,4,2,2,1,3,0
2021,08,01,07,25,1,3,1,2,0,2,2
2021,08,01,07,20,0,9,1,3,0,1,0
2021,08,01,07,15,2,4,1,3,1,1,0
2021,08,01,07,10,1,12,0,2,0,1,79
2021,08,01,07,05,0,49,2,5,1,1,58
2021,08,01,07,00,0,76,1,16,6,1,44
2021,08,01,06,55,2,36,0,12,4,5,21
2021,08,01,06,50,5,59,0,11,4,1,89
2021,08,01,06,45,0,118,0,2,13,6,57
2021,08,01,06,40,2,91,0,3,7,4,48
2021,08,01,06,35,0,93,0,4,1,3,14
2021,08,01,06,30,1,31,0,2,3,5,17
2021,08,01,06,25,2,11,0,2,1,11,6
2021,08,01,06,20,0,112,0,2,1,6,12
2021,08,01,06,15,0,151,0,1,2,4,23
2021,08,01,06,10,0,165,0,4,1,3,37
2021,08,01,06,05,1,155,1,4,0,2,62
2021,08,01,06,00,1,125,0,5,0,3,47
2021,08,01,05,55,0,30,0,1,1,2,58
2021,08,01,05,50,1,24,0,4,0,4,28
